ALGOTYPE,BallMoveCnt,Bucket,DEMO,Hypothesis,RESPONSE,STEP_Num,hypIndex,posteriorScore
Double,8,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",G,4,21,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,5,21,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,5,21,-15.5857
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",B,5,21,-15.5857
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",G,6,21,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,7,21,-15.5857
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,7,21,-15.5857
Double,15,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",G,8,21,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,9,21,-15.5857
Double,17,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RRB,G/,/RR,G/,/RR",R,9,21,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",G,0,22,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,1,22,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,1,22,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",B,1,22,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",G,2,22,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,3,22,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,3,22,-15.5857
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",B,3,22,-15.5857
Double,8,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",G,4,22,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,5,22,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,5,22,-15.5857
Double,11,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",G,6,22,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,7,22,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,7,22,-15.5857
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",B,7,22,-15.5857
Double,15,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",G,8,22,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,9,22,-15.5857
Double,17,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RRB,G/,/RR",R,9,22,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",G,0,23,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,1,23,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,1,23,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",B,1,23,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",G,2,23,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,3,23,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,3,23,-15.5857
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",B,3,23,-15.5857
Double,8,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",G,4,23,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,5,23,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,5,23,-15.5857
Double,11,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",G,6,23,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,7,23,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,7,23,-15.5857
Double,14,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",G,8,23,-15.5857
Double,15,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,9,23,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RRB,G/,/RR,G/,/RR,G/,/RR",R,9,23,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",G,0,24,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,1,24,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,1,24,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",B,1,24,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",G,2,24,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,3,24,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,3,24,-15.5857
Double,7,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",G,4,24,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,5,24,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,5,24,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",B,5,24,-15.5857
Double,11,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",G,6,24,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,7,24,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,7,24,-15.5857
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",B,7,24,-15.5857
Double,15,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",G,8,24,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,9,24,-15.5857
Double,17,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RRB,G/,/RR",R,9,24,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",G,0,25,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,1,25,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,1,25,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",B,1,25,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",G,2,25,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,3,25,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,3,25,-15.5857
Double,7,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",G,4,25,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,5,25,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,5,25,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",B,5,25,-15.5857
Double,11,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",G,6,25,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,7,25,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,7,25,-15.5857
Double,14,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",G,8,25,-15.5857
Double,15,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,9,25,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RRB,G/,/RR,G/,/RR",R,9,25,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",G,0,26,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,1,26,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,1,26,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",B,1,26,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",G,2,26,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,3,26,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,3,26,-15.5857
Double,7,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",G,4,26,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,5,26,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,5,26,-15.5857
Double,10,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",G,6,26,-15.5857
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,7,26,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,7,26,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",B,7,26,-15.5857
Double,14,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",G,8,26,-15.5857
Double,15,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,9,26,-15.5857
Double,16,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RRB,G/,/RR",R,9,26,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,0,27,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,27,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,1,27,-15.5857
Double,3,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",B,1,27,-15.5857
Double,4,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,2,27,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,27,-15.5857
Double,6,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,3,27,-15.5857
Double,7,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,4,27,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,27,-15.5857
Double,9,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,5,27,-15.5857
Double,10,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,6,27,-15.5857
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,27,-15.5857
Double,12,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,7,27,-15.5857
Double,13,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",G,8,27,-15.5857
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,27,-15.5857
Double,15,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RRB,G/,/RR,G/,/RR,G/,/RR,G/,/RR",R,9,27,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",G,0,28,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,1,28,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,1,28,-15.5857
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,2,28,-15.5857
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,3,28,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,3,28,-15.5857
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,4,28,-15.5857
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,5,28,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,5,28,-15.5857
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,6,28,-15.5857
Double,10,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,7,28,-15.5857
Double,11,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,7,28,-15.5857
Double,12,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,8,28,-15.5857
Double,13,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,9,28,-15.5857
Double,14,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,R/,/RR",R,9,28,-15.5857
Double,0,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",G,0,29,-15.5857
Double,1,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,1,29,-15.5857
Double,2,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,1,29,-15.5857
Double,3,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,2,29,-15.5857
Double,4,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,3,29,-15.5857
Double,5,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,3,29,-15.5857
Double,6,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,4,29,-15.5857
Double,7,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,5,29,-15.5857
Double,8,right,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,5,29,-15.5857
Double,9,left,"G/,/RR\;G/,/RR,G/,/RR\;G/,/RR,G/,/RR,G/,/RR","G/,/RR,R/,/RR,R/,/RR,R/,/RR,G/,/RR",R,6,29,-15.5857
